// Aura
// Database file
// 
// Structure:
// Age  Race  Ap  Life  Mana  Stamina  Str  Int  Dex  Will  Luck
//---------------------------------------------------------------------------

// Human
10,10000,1,1.00,0.25,0.50,0.50,0.00,0.50,0.75,0.75
11,10000,1,1.00,0.25,0.50,0.50,0.00,0.75,0.75,0.50
12,10000,1,0.75,0.25,0.75,0.50,0.00,0.75,0.75,0.50
13,10000,1,0.75,0.50,0.75,0.50,0.25,0.75,0.75,0.25
14,10000,1,0.75,0.50,0.75,0.50,0.25,0.50,0.50,0.25
15,10000,1,0.75,0.50,0.75,0.50,0.50,0.25,0.50,0.00
16,10000,1,0.50,0.75,0.75,0.50,0.50,0.25,0.50,0.00
17,10000,1,0.50,0.75,0.75,0.50,0.75,0.00,0.25,0.00
18,10000,1,0.50,0.75,0.75,0.50,0.75,0.00,0.25,0.00
19,10000,1,0.50,0.75,0.75,0.50,0.75,0.00,0.25,0.00
20,10000,1,0.25,0.75,0.75,0.50,0.75,0.25,0.25,0.00
21,10000,1,0.25,0.50,0.50,0.50,1.00,0.50,0.25,0.00
22,10000,1,0.25,0.50,0.25,0.25,0.75,0.75,0.25,0.00
23,10000,1,0.25,0.25,0.25,0.25,0.50,0.50,0.25,0.00
24,10000,1,0.00,0.25,0.25,0.25,0.25,0.25,0.25,0.00
25,10000,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

// Elf
10,9000,1,0.50,1.00,0.50,0.25,0.50,0.75,0.25,0.50
11,9000,1,0.50,1.00,0.50,0.25,0.50,0.75,0.25,0.50
12,9000,1,0.75,0.75,0.50,0.25,0.50,0.75,0.25,0.25
13,9000,1,0.75,0.75,0.50,0.25,0.50,0.75,0.50,0.25
14,9000,1,0.50,0.75,0.75,0.25,0.75,0.50,0.50,0.25
15,9000,1,0.50,0.50,0.75,0.25,0.75,0.50,0.50,0.00
16,9000,1,0.50,0.50,0.75,0.25,0.75,0.50,0.25,0.00
17,9000,1,0.50,0.50,0.50,0.25,0.50,0.50,0.50,0.00
18,9000,1,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.00
19,9000,1,0.50,0.50,0.50,0.50,0.50,0.25,0.25,0.00
20,9000,1,0.50,0.50,0.50,0.50,0.50,0.25,0.25,0.00
21,9000,1,0.25,0.50,0.25,0.50,0.50,0.25,0.50,0.00
22,9000,1,0.25,0.50,0.25,0.50,0.50,0.25,0.25,0.00
23,9000,1,0.25,0.25,0.25,0.25,0.50,0.25,0.25,0.00
24,9000,1,0.25,0.25,0.00,0.25,0.25,0.25,0.25,0.00
25,9000,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00

// Giant
10,8000,1,1.00,0.25,0.75,0.75,0.00,0.50,0.50,0.50
11,8000,1,1.00,0.25,0.75,0.75,0.00,0.50,0.75,0.50
12,8000,1,1.00,0.50,0.50,0.75,0.00,0.50,0.75,0.25
13,8000,1,1.00,0.50,0.50,0.75,0.00,0.25,0.75,0.25
14,8000,1,0.75,0.75,0.50,0.75,0.00,0.25,0.75,0.25
15,8000,1,0.75,0.50,0.25,0.50,0.00,0.50,1.00,0.00
16,8000,1,0.75,0.50,0.25,0.50,0.25,0.50,0.75,0.00
17,8000,1,0.50,0.25,0.50,0.50,0.25,0.50,0.50,0.00
18,8000,1,0.50,0.25,0.50,0.50,0.25,0.50,0.25,0.00
19,8000,1,0.50,0.25,0.75,0.25,0.50,0.50,0.50,0.00
20,8000,1,0.50,0.25,0.75,0.25,0.75,0.25,0.50,0.00
21,8000,1,0.50,0.25,0.75,0.25,0.75,0.25,0.50,0.00
22,8000,1,0.50,0.25,0.50,0.25,0.50,0.25,0.50,0.00
23,8000,1,0.25,0.25,0.25,0.25,0.25,0.25,0.50,0.00
24,8000,1,0.25,0.00,0.25,0.25,0.25,0.25,0.25,0.00
25,8000,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
